ID;LAT;LNG;BANCO;RED;DOM_ORIG;DOM_GEO;TERMINALES;WEB;ACTUALIZAC;DOM_NORMA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
924;-34,584603605629148;-58,444331072749989;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;CORDOBA AV. 5991;5991 CORDOBA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;CORDOBA AV. 5991;PALERMO;COMUNA 14;1414;C1414BBF
925;-34,591033031420935;-58,414991177491153;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;MANSILLA, LUCIO NORBERTO, GENERAL 3640;3640 MANSILLA, LUCIO NORBERTO, GENERAL;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;MANSILLA, LUCIO NORBERTO, GENERAL 3640;PALERMO;COMUNA 14;1425;C1425BPX
926;-34,586141105153963;-58,422547073750827;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;PARAGUAY 4302;4302 PARAGUAY;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PARAGUAY 4302;PALERMO;COMUNA 14;1425;C1425BSL
927;-34,580481675032345;-58,410434923200697;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;SCALABRINI ORTIZ, RAUL 3128;3128 SCALABRINI ORTIZ, RAUL;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SCALABRINI ORTIZ, RAUL 3128;PALERMO;COMUNA 14;1425;C1425DBZ
928;-34,576609016687421;-58,431559568695491;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SANTA FE AV. Y CARRANZA, ANGEL JUSTINIANO;SANTA FE AV. & CARRANZA, ANGEL JUSTINIANO;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SANTA FE AV. Y CARRANZA, ANGEL JUSTINIANO;PALERMO;COMUNA 14;;
929;-34,58186290004555;-58,420751422199928;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SANTA FE AV. Y BORGES, JORGE LUIS;SANTA FE AV. & BORGES, JORGE LUIS;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SANTA FE AV. Y BORGES, JORGE LUIS;PALERMO;COMUNA 14;;
930;-34,580261438873528;-58,408049810494859;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SALGUERO, JERONIMO 2727;2727 SALGUERO, JERONIMO;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SALGUERO, JERONIMO 2727;PALERMO;COMUNA 14;1425;C1425DEL
931;-34,588345285751764;-58,410784696773007;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SANTA FE AV. 3253;3253 SANTA FE AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SANTA FE AV. 3253;PALERMO;COMUNA 14;1425;C1425BGH
932;-34,55367043733137;-58,463995244142708;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;CABILDO AV. 3061;3061 CABILDO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;CABILDO AV. 3061;NUÑEZ;COMUNA 13;1429;C1429AAB
933;-34,554903757223755;-58,462748569373588;CABAL COOP. LTDA.;LINK;CABILDO AV. 2945;2945 CABILDO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;CABILDO AV. 2945;NUÑEZ;COMUNA 13;1429;C1429AAA
934;-34,55547655832995;-58,462901423803245;BANCO DE LA NACION ARGENTINA;LINK;CABILDO AV. 2902;2902 CABILDO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;CABILDO AV. 2902;NUÑEZ;COMUNA 13;1429;C1429AAN
935;-34,65140028880036;-58,419021597622852;BANCO DE LA NACION ARGENTINA;LINK;LUPPI, ABRAHAM J. 1090;1090 LUPPI, ABRAHAM J.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;LUPPI, ABRAHAM J. 1090;NUEVA POMPEYA;COMUNA 4;1437;C1437FRD
936;-34,643107226962776;-58,422445320819676;CABAL COOP. LTDA.;LINK;LA PLATA AV. 2428;2428 LA PLATA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;LA PLATA AV. 2428;NUEVA POMPEYA;COMUNA 4;1437;C1437DHP
937;-34,652509785110432;-58,416073055444748;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SAENZ AV. 1016;1016 SAENZ AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SAENZ AV. 1016;NUEVA POMPEYA;COMUNA 4;1437;C1437DOP
938;-34,647616975670751;-58,40291381312128;BANCO DE LA NACION ARGENTINA;LINK;ALCORTA, AMANCIO AV. 3000;3000 ALCORTA, AMANCIO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALCORTA, AMANCIO AV. 3000;NUEVA POMPEYA;COMUNA 4;1437;C1437HTR
939;-34,647552501055813;-58,415459754253355;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;ALMAFUERTE AV. 834;834 ALMAFUERTE AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALMAFUERTE AV. 834;NUEVA POMPEYA;COMUNA 4;1437;C1437JLV
940;-34,603669448667212;-58,380975096320014;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;CORRIENTES AV. Y PELLEGRINI, CARLOS;CORRIENTES AV. & PELLEGRINI, CARLOS;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;CORRIENTES AV. Y PELLEGRINI, CARLOS;SAN NICOLAS;COMUNA 1;;
941;-34,623820323660524;-58,51143029500907;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;ALVAREZ JONTE AV. 5269;5269 ALVAREZ JONTE AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALVAREZ JONTE AV. 5269;MONTE CASTRO;COMUNA 10;1407;C1407GPG
942;-34,624280883684847;-58,511438267565623;BANCO DE LA NACION ARGENTINA;LINK;ALVAREZ JONTE AV. 5298;5298 ALVAREZ JONTE AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALVAREZ JONTE AV. 5298;MONTE CASTRO;COMUNA 10;1407;C1407GPT
943;-34,603007131594552;-58,370263407948748;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;ALEM, LEANDRO N. AV. Y CORRIENTES AV.;ALEM, LEANDRO N. AV. & CORRIENTES AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALEM, LEANDRO N. AV. Y CORRIENTES AV.;SAN NICOLAS;COMUNA 1;;
944;-34,609002899108823;-58,380681884399856;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;DE MAYO AV. E IRIGOYEN, BERNARDO DE;DE MAYO AV. & IRIGOYEN, BERNARDO DE;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;DE MAYO AV. E IRIGOYEN, BERNARDO DE;MONSERRAT;COMUNA 1;;
945;-34,61039293519098;-58,391129862840636;BANCO DE LA NACION ARGENTINA;LINK;YRIGOYEN, HIPOLITO AV. 1760;1760 YRIGOYEN, HIPOLITO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;YRIGOYEN, HIPOLITO AV. 1760;MONSERRAT;COMUNA 1;1089;C1089AAH
946;-34,610457890940502;-58,369824477444716;BANCO DE LA NACION ARGENTINA;LINK;PASEO COLON AV. 239;239 PASEO COLON AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PASEO COLON AV. 239;MONSERRAT;COMUNA 1;1063;C1063ACC
947;-34,611687744873365;-58,367811677802464;BANCO DE LA NACION ARGENTINA;LINK;AZOPARDO 350;350 AZOPARDO;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;AZOPARDO 350;MONSERRAT;COMUNA 1;1107;C1107ADD
948;-34,609608945558925;-58,386881776376569;BANCO DE LA NACION ARGENTINA;LINK;DE MAYO AV. 1464;1464 DE MAYO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;DE MAYO AV. 1464;MONSERRAT;COMUNA 1;1085;C1085ABR
949;-34,615986824950383;-58,391441883895489;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;ENTRE RIOS AV. 624;624 ENTRE RIOS AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ENTRE RIOS AV. 624;MONSERRAT;COMUNA 1;1080;C1080ABN
950;-34,617661299489356;-58,381511175967077;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;INDEPENDENCIA AV. Y LIMA;INDEPENDENCIA AV. & LIMA;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;INDEPENDENCIA AV. Y LIMA;MONSERRAT;COMUNA 1;;
951;-34,61197771704613;-58,380314439614295;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;IRIGOYEN, BERNARDO DE 312;312 IRIGOYEN, BERNARDO DE;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;IRIGOYEN, BERNARDO DE 312;MONSERRAT;COMUNA 1;1072;C1072AAH
952;-34,612167751946636;-58,376558421690874;BANCO DE LA NACION ARGENTINA;LINK;ROCA, JULIO A., PRESIDENTE AV. 738;738 ROCA, JULIO A., PRESIDENTE AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 738;MONSERRAT;COMUNA 1;1067;C1067ABP
953;-34,613068284178063;-58,378130984496572;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;BELGRANO AV. 840;840 BELGRANO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;BELGRANO AV. 840;MONSERRAT;COMUNA 1;1092;C1092AAV
954;-34,60835693555849;-58,373891905235226;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;DE MAYO AV. 525;525 DE MAYO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;DE MAYO AV. 525;MONSERRAT;COMUNA 1;1084;C1084AAA
955;-34,611293538595284;-58,387606893725035;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;ALSINA, ADOLFO 1502;1502 ALSINA, ADOLFO;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALSINA, ADOLFO 1502;MONSERRAT;COMUNA 1;1088;C1088AAN
956;-34,6096630829228;-58,374653263165122;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;PERU 146;146 PERU;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PERU 146;MONSERRAT;COMUNA 1;1067;C1067AAD
957;-34,611233357565389;-58,385531255089717;BANCO DE LA NACION ARGENTINA;LINK;ALSINA, ADOLFO 1356;1356 ALSINA, ADOLFO;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALSINA, ADOLFO 1356;MONSERRAT;COMUNA 1;1088;C1088AAJ
958;-34,615145096058725;-58,369694640685445;BANCO DE LA NACION ARGENTINA;LINK;PASEO COLON AV. 635;635 PASEO COLON AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PASEO COLON AV. 635;MONSERRAT;COMUNA 1;1063;C1063ACG
959;-34,610643506444113;-58,369824148295841;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;PASEO COLON AV. 255;255 PASEO COLON AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PASEO COLON AV. 255;MONSERRAT;COMUNA 1;1063;C1063ACC
960;-34,609918596127656;-58,37507890126345;BANCO DE LA NACION ARGENTINA;LINK;PERU 169;169 PERU;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PERU 169;MONSERRAT;COMUNA 1;1067;C1067AAC
961;-34,654638241457576;-58,506274028387736;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;ALBERDI, JUAN BAUTISTA AV. 6253;6253 ALBERDI, JUAN BAUTISTA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALBERDI, JUAN BAUTISTA AV. 6253;MATADEROS;COMUNA 9;1440;C1440ABA
962;-34,653115792148022;-58,503676998785025;CABAL COOP. LTDA.;LINK;ALBERDI, JUAN BAUTISTA AV. 5984;5984 ALBERDI, JUAN BAUTISTA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALBERDI, JUAN BAUTISTA AV. 5984;MATADEROS;COMUNA 9;1440;C1440AAX
963;-34,664127254211046;-58,514383370214915;BANCO DE LA NACION ARGENTINA;LINK;PAZ, GRAL. AV. 12950;12950 PAZ, GRAL. AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PAZ, GRAL. AV. 12950;MATADEROS;COMUNA 9;1440;C1440FJV
964;-34,654820209883148;-58,506527127294447;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;ALBERDI, JUAN BAUTISTA AV. 6299;6299 ALBERDI, JUAN BAUTISTA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALBERDI, JUAN BAUTISTA AV. 6299;MATADEROS;COMUNA 9;1440;C1440ABA
965;-34,656672640450417;-58,508975441471996;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;ALBERDI, JUAN BAUTISTA AV. 6601;6601 ALBERDI, JUAN BAUTISTA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALBERDI, JUAN BAUTISTA AV. 6601;MATADEROS;COMUNA 9;1440;C1440ABE
966;-34,650865420426946;-58,501995492959104;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;ALBERDI, JUAN BAUTISTA AV. 5759;5759 ALBERDI, JUAN BAUTISTA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALBERDI, JUAN BAUTISTA AV. 5759;MATADEROS;COMUNA 9;1440;C1440AAI
967;-34,662696928984545;-58,499756017573254;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;DE LA TORRE, LISANDRO AV. 2406;2406 DE LA TORRE, LISANDRO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;DE LA TORRE, LISANDRO AV. 2406;MATADEROS;COMUNA 9;1440;C1440ECZ
968;-34,656386622585295;-58,507971528993686;BANCO DE LA NACION ARGENTINA;LINK;ALBERDI, JUAN BAUTISTA AV. 6502;6502 ALBERDI, JUAN BAUTISTA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALBERDI, JUAN BAUTISTA AV. 6502;MATADEROS;COMUNA 9;1440;C1440ABQ
969;-34,639703084102614;-58,523867087933183;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;COSQUIN 61;61 COSQUIN;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;COSQUIN 61;LINIERS;COMUNA 9;1408;C1408GIA
970;-34,639153363238705;-58,520478903944372;BANCO DE LA NACION ARGENTINA;LINK;RIVADAVIA AV. 11078;11078 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 11078;LINIERS;COMUNA 9;1408;C1408AAX
971;-34,649221954497733;-58,51566278222289;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;PILAR 950;950 PILAR;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PILAR 950;LINIERS;COMUNA 9;1408;C1408INH
972;-34,633741665228193;-58,519537117693169;CABAL COOP. LTDA.;LINK;JUSTO, JUAN B. AV. 9200;9200 JUSTO, JUAN B. AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;JUSTO, JUAN B. AV. 9200;LINIERS;COMUNA 9;1408;C1408AKU
973;-34,638832550114621;-58,519683019645491;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;RIVADAVIA AV. 11059;11059 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 11059;LINIERS;COMUNA 9;1408;C1408AAK
974;-34,640031231700547;-58,522813418589791;CABAL COOP. LTDA.;LINK;FALCON, RAMON L.,CNEL. 6837;6837 FALCON, RAMON L.,CNEL.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;FALCON, RAMON L.,CNEL. 6837;LINIERS;COMUNA 9;1408;C1408DSC
975;-34,63916016340211;-58,524274271798262;BANCO COLUMBIA S.A.;LINK;RIVADAVIA AV. 11342;11342 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 11342;LINIERS;COMUNA 9;1408;C1408ABN
976;-34,59721397819542;-58,475448510044352;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;WARNES AV. 2650;2650 WARNES AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;WARNES AV. 2650;PATERNAL;COMUNA 15;1427;C1427DPS
977;-34,603863441679721;-58,461668089688928;BANCO DE LA NACION ARGENTINA;LINK;SAN MARTIN AV. 2402;2402 SAN MARTIN AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SAN MARTIN AV. 2402;VILLA GRAL. MITRE;COMUNA 11;1416;C1416CRZ
978;-34,634660865624191;-58,35948046035422;BANCO DE LA NACION ARGENTINA;LINK;BROWN, ALTE. AV. 1101;1101 BROWN, ALTE. AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;BROWN, ALTE. AV. 1101;BOCA;COMUNA 4;1159;C1159ABD
979;-34,628351676976614;-58,366001284280046;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;BROWN, ALTE. AV. 240;240 BROWN, ALTE. AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;BROWN, ALTE. AV. 240;BOCA;COMUNA 4;1155;C1155ADP
980;-34,639179621095728;-58,361643522316328;BANCO DE LA NACION ARGENTINA;LINK;DON PEDRO DE MENDOZA AV. 1887;1887 DON PEDRO DE MENDOZA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;DON PEDRO DE MENDOZA AV. 1887;BOCA;COMUNA 4;1169;C1169AAC
981;-34,638387844403354;-58,369315050149851;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;REGIMIENTO DE PATRICIOS AV. 902;902 REGIMIENTO DE PATRICIOS AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;REGIMIENTO DE PATRICIOS AV. 902;BOCA;COMUNA 4;1265;C1265AEP
982;-34,625854831718222;-58,471574486527558;BANCO DE LA NACION ARGENTINA;LINK;NAZCA AV. 537;537 NAZCA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;NAZCA AV. 537;FLORES;COMUNA 7;1406;C1406AJE
983;-34,6213669431095;-58,497988451266586;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SEGUROLA AV. 1599;1599 SEGUROLA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SEGUROLA AV. 1599;FLORESTA;COMUNA 10;1407;C1407AOE
984;-34,618309343765397;-58,501732588113988;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SEGUROLA AV. 1949;1949 SEGUROLA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SEGUROLA AV. 1949;MONTE CASTRO;COMUNA 10;1407;C1407AOM
985;-34,634882868484951;-58,487049275918217;BANCO PIANO S.A.;LINK;RIVADAVIA AV. 8731;8731 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 8731;VELEZ SARSFIELD;COMUNA 10;1407;C1407DYJ
986;-34,643614189789673;-58,45442429676168;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;VARELA AV. 1307;1307 VARELA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;VARELA AV. 1307;FLORES;COMUNA 7;1406;C1406ELA
987;-34,626667070747757;-58,456709764875548;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;RIVADAVIA AV. Y CARABOBO AV.;RIVADAVIA AV. & CARABOBO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. Y CARABOBO AV.;FLORES;COMUNA 7;;
988;-34,62909223631079;-58,46289276625366;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;RIVADAVIA AV. 6920;6920 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 6920;FLORES;COMUNA 7;1406;C1406GLZ
989;-34,625494491260781;-58,432396981182137;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;GOYENA, PEDRO AV. 369;369 GOYENA, PEDRO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;GOYENA, PEDRO AV. 369;CABALLITO;COMUNA 6;1424;C1424BSD
990;-34,627959341823313;-58,459362821486323;BANCO PIANO S.A.;LINK;RIVADAVIA AV. 6662;6662 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 6662;FLORES;COMUNA 7;1406;C1406GLW
991;-34,641335500777693;-58,456866815087949;BANCO DE LA NACION ARGENTINA;LINK;PERON, EVA AV. 2616;2616 PERON, EVA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;PERON, EVA AV. 2616;FLORES;COMUNA 7;1406;C1406HNO
992;-34,629389191239909;-58,463920912787621;BANCO DE LA NACION ARGENTINA;LINK;RIVADAVIA AV. 7000;7000 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 7000;FLORES;COMUNA 7;1406;C1406GLZ
993;-34,628694921293004;-58,461496905249717;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;RIVADAVIA AV. 6824;6824 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 6824;FLORES;COMUNA 7;1406;C1406GLY
994;-34,641337057767053;-58,456305914721611;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;VARELA AV. 1122;1122 VARELA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;VARELA AV. 1122;FLORES;COMUNA 7;1406;C1406EKX
995;-34,626448930898668;-58,456659404173386;BANCO COLUMBIA S.A.;LINK;RIVADAVIA AV. 6391;6391 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 6391;FLORES;COMUNA 7;1406;C1406GLG
996;-34,630277002100044;-58,467217776527647;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;RIVADAVIA AV. 7236;7236 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 7236;FLORES;COMUNA 7;1406;C1406GMP
997;-34,626388132614274;-58,457155236203512;BANCO DE LA NACION ARGENTINA;LINK;BOYACA AV. 32;32 BOYACA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;BOYACA AV. 32;FLORES;COMUNA 7;1406;C1406BGB
998;-34,630176931700916;-58,461971689175193;CABAL COOP. LTDA.;LINK;RIVERA INDARTE AV. 112;112 RIVERA INDARTE AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVERA INDARTE AV. 112;FLORES;COMUNA 7;1406;C1406DXD
999;-34,62831925036393;-58,458698851901424;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;CAMACUA 55;55 CAMACUA;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;CAMACUA 55;FLORES;COMUNA 7;1406;C1406DOA
1000;-34,585226743444039;-58,453675947202505;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;LACROZE, FEDERICO AV. 4000;4000 LACROZE, FEDERICO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;LACROZE, FEDERICO AV. 4000;CHACARITA;COMUNA 15;1427;C1427EDR
1001;-34,618290869370263;-58,436895584212238;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;RIVADAVIA AV. 5025;5025 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 5025;CABALLITO;COMUNA 6;1424;C1424CEF
1002;-34,609683614308665;-58,438361912555195;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;AMBROSETTI, JUAN B. 743;743 AMBROSETTI, JUAN B.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;AMBROSETTI, JUAN B. 743;CABALLITO;COMUNA 6;1405;C1405BIK
1003;-34,624828172789179;-58,451454047674446;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;RIVADAVIA AV. 6082;6082 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 6082;CABALLITO;COMUNA 6;1406;C1406GLQ
1004;-34,629525575298878;-58,445322995173349;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;DIRECTORIO AV. 1251;1251 DIRECTORIO AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;DIRECTORIO AV. 1251;CABALLITO;COMUNA 6;1406;C1406GZB
1005;-34,62496815582525;-58,447453660124644;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;ALBERDI, JUAN BAUTISTA AV. 1363;1363 ALBERDI, JUAN BAUTISTA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;ALBERDI, JUAN BAUTISTA AV. 1363;CABALLITO;COMUNA 6;1406;C1406GRC
1006;-34,60752253716764;-58,447377087059607;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;SAN MARTIN AV. 1242;1242 SAN MARTIN AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;SAN MARTIN AV. 1242;CABALLITO;COMUNA 6;1416;C1416CRN
1007;-34,624240477355521;-58,42758402183842;BANCO DE LA NACION ARGENTINA;LINK;LA PLATA AV. 739;739 LA PLATA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;LA PLATA AV. 739;CABALLITO;COMUNA 6;1235;C1235ABE
1008;-34,620516284513236;-58,441462610994535;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;RIVADAVIA AV. Y ROJAS;RIVADAVIA AV. & ROJAS;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. Y ROJAS;CABALLITO;COMUNA 6;;
1009;-34,607829952089048;-58,446255616379403;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;GAONA AV. 1142;1142 GAONA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;GAONA AV. 1142;CABALLITO;COMUNA 6;1405;C1405DKN
1010;-34,608975406211258;-58,437906424551272;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;DIAZ VELEZ AV. 5044;5044 DIAZ VELEZ AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;DIAZ VELEZ AV. 5044;CABALLITO;COMUNA 6;1405;C1405DCS
1011;-34,611427470087271;-58,453273635097361;BANCO DE LA NACION ARGENTINA;LINK;GAONA AV. 1800;1800 GAONA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;GAONA AV. 1800;CABALLITO;COMUNA 6;1416;C1416DRS
1012;-34,612869807139859;-58,457411360025581;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;GAONA AV. 2197;2197 GAONA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;GAONA AV. 2197;CABALLITO;COMUNA 6;1416;C1416DRJ
1013;-34,617524215050281;-58,434246766361532;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;RIVADAVIA AV. 4906;4906 RIVADAVIA AV.;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;RIVADAVIA AV. 4906;CABALLITO;COMUNA 6;1424;C1424CER
1014;-34,614235230566806;-58,438798732646298;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;AVELLANEDA 551;551 AVELLANEDA;0;HTTP://WWW.REDLINK.COM.AR/;MAY-13;AVELLANEDA 551;CABALLITO;COMUNA 6;1405;C1405CNF
